match_id,date,home_id,away_id,team_id,player_id,player_name,time,x,y,goalMouthY,goalMouthZ,shot_type,is_big_chance,is_from_corner,is_open_play,is_counter,is_set_piece,is_freekick,is_penalty,is_six_yard_box,is_penalty_area,is_shot_obox,is_own_goal,is_goal
1080858,20170501,Watford,Liverpool,Watford,58761,M'Baye Niang,338,78.9,27.0,49.3,2.5,1,0,0,0,1,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Watford,25832,Troy Deeney,950,73.5,60.4,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,111212,Emre Can,1258,72.1,49.4,47.9,5.1,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,33568,Georginio Wijnaldum,1525,74.5,51.8,,,1,0,0,0,0,1,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Watford,116317,Abdoulaye Doucouré,2032,73.5,58.2,,,1,0,1,0,0,1,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,21683,Adam Lallana,2447,77.5,64.1,51.1,39.2,1,0,1,0,0,1,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,69375,Nathaniel Clyne,2587,80.4,24.7,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,111212,Emre Can,2766,85.6,52.8,54.2,25.9,1,0,0,1,0,0,0,0,0,1,0,0,1
1080858,20170501,Watford,Liverpool,Liverpool,4511,James Milner,2889,81.8,74.8,48.1,12.7,1,0,0,0,0,1,1,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,124688,Divock Origi,3155,77.6,75.3,46.6,11.4,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,29106,Dejan Lovren,3199,86.7,54.6,48.4,12.7,2,0,1,0,0,1,0,0,0,1,0,0,0
1080858,20170501,Watford,Liverpool,Liverpool,124688,Divock Origi,3413,91.9,33.7,50.8,1.3,1,0,0,1,0,0,0,0,0,1,0,0,0
1080858,20170501,Watford,Liverpool,Watford,22932,Nordin Amrabat,4065,83.1,31.6,,,1,0,0,1,0,0,0,0,0,1,0,0,0
1080858,20170501,Watford,Liverpool,Watford,33590,Etienne Capoue,4068,76.1,41.2,47.1,62.5,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Watford,32323,Daryl Janmaat,4520,69.9,39.5,85.0,1.4,1,0,1,0,0,1,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,111212,Emre Can,4816,72.7,54.0,40.3,55.6,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Watford,32323,Daryl Janmaat,4943,75.1,78.9,53.2,10.1,1,0,0,1,0,0,0,0,0,0,1,0,0
1080858,20170501,Watford,Liverpool,Liverpool,74341,Joel Matip,5263,93.8,30.4,50.1,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0
