match_id,date,home_id,away_id,team_id,player_id,player_name,time,x,y,goalMouthY,goalMouthZ,shot_type,is_big_chance,is_from_corner,is_open_play,is_counter,is_set_piece,is_freekick,is_penalty,is_six_yard_box,is_penalty_area,is_shot_obox,is_own_goal,is_goal
1190452,20180504,Brighton,Manchester United,Manchester United,300299,Marcus Rashford,152,78.1,72.7,,,1,0,0,0,0,1,1,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Brighton,86794,Anthony Knockaert,372,88.3,28.6,,,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Brighton,21427,Glenn Murray,384,87.5,61.2,30.6,6.9,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Brighton,24238,Dale Stephens,395,73.4,36.4,41.7,4.2,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Brighton,243548,José Izquierdo,599,86.8,60.8,,,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Brighton,71824,Pascal Groß,749,78.2,60.2,46.6,4.4,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Brighton,21427,Glenn Murray,1164,72.6,70.3,53.9,13.3,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,97752,Paul Pogba,1383,72.1,31.5,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,300299,Marcus Rashford,1396,78.8,50.9,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Brighton,243548,José Izquierdo,1654,76.8,70.3,49.7,34.8,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Brighton,75692,Shane Duffy,1695,90.5,43.3,61.8,12.5,2,0,1,0,0,1,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,25363,Juan Mata,2392,72.9,29.7,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,97752,Paul Pogba,2944,86.1,65.2,53.6,3.8,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Brighton,86794,Anthony Knockaert,3153,78.7,55.7,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,22738,Marouane Fellaini,3321,95.3,44.3,,,2,0,1,0,0,1,0,0,1,0,0,0,0
1190452,20180504,Brighton,Manchester United,Brighton,71824,Pascal Groß,3395,95.0,49.4,48.9,12.7,2,1,0,1,0,0,0,0,1,0,0,0,1
1190452,20180504,Brighton,Manchester United,Brighton,243548,José Izquierdo,3885,88.3,64.8,59.5,4.2,1,0,1,0,0,1,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,25363,Juan Mata,4038,81.0,41.3,46.9,54.2,1,0,0,0,0,1,1,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,300299,Marcus Rashford,4243,78.3,38.6,51.7,12.0,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,109000,Jesse Lingard,4299,80.8,53.4,53.9,10.1,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,122366,Anthony Martial,4492,77.8,70.3,42.4,47.2,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,97752,Paul Pogba,4635,76.4,56.7,59.8,1.4,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,122366,Anthony Martial,4723,86.5,69.6,44.5,62.5,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,97752,Paul Pogba,4964,71.8,60.4,51.8,69.4,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,109000,Jesse Lingard,5167,86.6,56.9,39.2,9.7,1,0,0,1,0,0,0,0,0,1,0,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,97752,Paul Pogba,5428,80.2,66.8,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190452,20180504,Brighton,Manchester United,Manchester United,122366,Anthony Martial,5496,92.2,62.5,63.7,1.4,2,0,0,1,0,0,0,0,0,1,0,0,0
1190465,20180505,Stoke,Crystal Palace,Crystal Palace,255777,Ruben Loftus-Cheek,445,78.6,62.0,43.7,37.5,1,0,0,1,0,0,0,0,0,0,1,0,0
1190465,20180505,Stoke,Crystal Palace,Crystal Palace,71522,Andros Townsend,588,77.2,30.3,,,1,0,0,1,0,0,0,0,0,0,1,0,0
1190465,20180505,Stoke,Crystal Palace,Crystal Palace,85059,Wilfried Zaha,870,87.8,30.1,61.7,2.8,1,0,0,1,0,0,0,0,0,1,0,0,0
